0,0,5.7,0,0,1.1029,100,0
0,0,4.9,0,0,1.04996,100,0
0,0,4.6,0,0,1.10197,100,0
0,0,3.8,0,0,1.23947,100,0
0,0,3.4,0,0,1.17332,100,0
0,0,3,0,0,1.22848,100,296
113.7,2.9,3.9,1,0,1.03845,100,1646
220.277,2.1,8.5,1,64,0.92062,99,2657
271.39,2.2,12.3,1,79,2.6,84,2194
137.232,1.8,14.6,1,100,3.1,72,1862
188.605,2.1,16.7,1,98,2.1,65,1805
658.299,6.2,18.4,1,15,1.5,60,2208
635.647,6.2,19.5,1,11,3.1,59,1901
423.897,3,19.7,1,72,1.5,59,2078
110.988,1.6,20.3,1,100,2.1,58,1239
109.051,1.4,19.3,1,95,2.6,61,328
33.3225,0.9,18.2,1,100,1.5,64,0
0.9575,0.7,17.4,0,100,1.5,66,0
0,0,16,0,100,1.27291,70,0
0,0,14.4,0,94,1.15647,86,0
0,0,13.9,0,94,1.27273,90,0
0,0,13.4,0,81,1.19838,96,0
0,0,12.7,0,48,0.925383,98,0
0,0,12.7,0,45,0.70871,98,0
0,0,11.2,0,76,0.554231,98,0
0,0,9.5,0,74,1.5,100,0
0,0,9.9,0,95,0.131781,100,0
0,0,9.1,0,97,0.831259,100,0
0,0,8.9,0,98,1.19202,100,0
0,0,8.5,0,99,1.27491,100,0
10.991,0.9,9.5,1,100,2.08325,100,747
27.004,1.2,14.7,1,100,4.1,98,1891
42.157,1.5,14.8,1,100,4.1,98,1509
54.384,1.8,14.1,1,100,4.1,100,219
62.373,2,14.5,1,100,4.6,98,0
65.335,2.1,14,1,100,4.6,100,0
62.988,2.1,15,1,100,4.1,100,0
55.553,1.8,14.4,1,100,4.1,100,0
69.8964,1.6,14,1,98,3.6,100,78
28.84,1.2,14,1,100,3.1,100,0
12.756,0.9,14,1,100,2.1,100,0
0.193,0.7,13.8,0,100,2.11891,100,0
0,0,13.7,0,99,2.32477,100,0
0,0,13.8,0,100,1.5,100,0
0,0,13.6,0,100,2.49184,100,0
0,0,14,0,100,1.5,100,0
0,0,13.4,0,100,1.73763,100,0
0,0,13.3,0,100,1.94466,100,0
0,0,12.9,0,98,1.58226,100,0
0,0,12.8,0,98,1.49389,100,0
0,0,12.7,0,100,1.53476,100,0
0,0,12.1,0,100,2.1,100,0
0,0,12.1,0,92,1.13265,100,0
0,0,12,0,78,0.8811,100,0
66.852,1.3,11.3,1,77,0.888694,100,588
253.111,2.7,12.1,1,42,1.5,100,1566
412.934,4,14,1,26,1.4103,100,2010
462.642,3.5,14.5,1,58,1.34531,100,2035
310.686,2.7,16.3,1,84,2.1,98,1774
84.3373,2.1,16.6,1,99,1.73521,98,1822
99.6521,2.1,17,1,98,1.5,100,2094
54.924,1.8,17.2,1,100,1.5,95,1700
43.114,1.5,17.2,1,100,1.5,92,766
28.209,1.2,16.9,1,100,2.45741,98,75
12.186,0.9,16,1,100,1.44587,100,0
0.061,0,14.8,0,100,1.54517,100,0
0,0,13.5,0,91,1.61343,100,0
0,0,12.7,0,100,1.53199,100,0
0,0,12.3,0,94,1.35409,100,0
0,0,12.7,0,90,1.24276,100,0
0,0,12.1,0,97,1.43322,100,0
0,0,13.3,0,100,1.5,100,0
0,0,13,0,100,1.5,100,0
0,0,13.1,0,100,1.5,100,0
0,0,12.8,0,100,1.8502,100,0
0,0,13,0,100,2.1,100,0
0,0,13.4,0,100,3.1,100,0
0,0,13,0,100,1.5,100,0
10.235,0.9,13.4,1,100,3.22373,100,38
26.119,1.1,13.7,1,100,4.64872,100,1529
41.196,1.5,14,1,100,4.81229,100,1865
53.357,1.8,14.4,1,100,5.16482,99,1598
61.28,2,14.7,1,100,5.00955,99,1878
64.178,2.1,15,1,100,3.1,100,1076
61.772,2,15.9,1,100,4.88779,98,2441
54.291,1.8,16,1,100,3.1,98,1022
42.471,1.5,15.7,1,100,3.1,98,1474
75.8934,1.2,16.9,1,99,3.1,78,282
25.2399,0.9,15.8,1,99,1.5,85,0
0.002,0,14.6,0,100,2.88486,93,0
0,0,13.1,0,100,2.75609,98,0
0,0,12,0,98,2.75097,100,0
0,0,12,0,82,2.65383,100,0
0,0,11.7,0,79,2.10781,100,0
0,0,11.7,0,68,1.81934,100,0
0,0,12,0,78,2.0537,100,0
0,0,11.8,0,94,2.52947,100,0
0,0,12.1,0,97,2.24127,100,0
0,0,12,0,98,1.5,100,0
0,0,12.3,0,100,1.79381,100,0
0,0,12.4,0,99,1.5,100,0
0,0,12.3,0,97,1.30901,100,0
15.7492,0.9,12.1,1,98,1.13245,100,804
62.6531,1.3,13.1,1,95,1.17038,100,2458
76.7571,1.6,14.4,1,97,1.5,100,1975
170.228,2.1,14.9,1,92,2.68522,100,1822
292.75,2.6,16.4,1,85,3.08969,100,1270
204.88,2.4,16.6,1,92,3.1,98,2087
97.7,2.1,17,1,98,3.8123,98,1405
85.7143,1.9,18,1,98,2.6,96,1063
41.827,1.5,16.5,1,100,1.5,98,201
26.948,1.2,15.8,1,100,1.5,100,0
11.06,0.9,15.1,1,100,2.87711,100,0
0,0,14.9,0,100,2.49243,100,0
0,0,15,0,100,2.0794,100,0
0,0,15,0,100,1.7716,100,0
