0,0,14.9,0,100,1.88916,100,0
0,0,15,0,100,2.06999,100,0
0,0,14.9,0,99,1.5,100,0
0,0,15,0,100,1.5,100,0
0,0,14.5,0,98,2.1,100,0
0,0,14.3,0,100,1.98608,100,0
0,0,14.2,0,100,1.87691,100,0
0,0,13.8,0,100,1.5,100,0
0,0,14,0,100,1.5,100,0
0,0,14.5,0,100,1.6898,100,0
9.483,0.9,14.6,1,100,1.66549,100,166
81.2737,1.3,14.9,1,92,1.88108,100,449
87.1367,1.6,15.5,1,96,2.1,100,996
194.076,2.1,16.8,1,90,2.1,100,1731
60.172,2,17.7,1,100,5.1856,98,2211
119.711,2,19,1,100,3.6,89,1736
115.034,2,19,1,100,3.6,88,1203
69.0516,1.8,18,1,99,5.66549,95,797
41.183,1.5,16,1,100,3.1,100,6
26.319,1.2,14.5,1,100,3.80199,100,0
10.504,0.9,14,1,100,3.58102,100,0
0,0,14,0,100,2.77085,100,0
0,0,13.7,0,100,1.5,100,0
0,0,14.3,0,99,1.5,100,0
0,0,13.8,0,80,4.6,100,0
0,0,12.5,0,93,2.6,100,0
0,0,12.3,0,100,2.07174,100,0
0,0,12.2,0,100,1.84588,100,0
0,0,10.6,0,83,1.5,100,0
0,0,11.1,0,75,1.5,100,0
0,0,11.6,0,100,1.11605,100,0
0,0,11.9,0,76,1.47669,100,0
0,0,12.4,0,79,2.1,100,0
0,0,13,0,96,1.70985,100,36
9.108,0.9,12.6,1,100,2.1,100,653
24.778,1.1,13.5,1,100,1.5,100,1152
74.9112,1.5,14.1,1,97,4.1,100,1348
444.753,3.4,15.4,1,58,4.1,98,1924
538.045,4,15.3,1,52,1.5,98,1483
321.416,2.7,16.2,1,86,5.1,87,1394
219.995,2.3,16.6,1,93,3.6,89,2722
130.955,1.8,16.9,1,100,4.6,75,2018
121.528,1.5,16.6,1,98,2.6,74,729
75.7839,1.2,16,1,96,5.14296,81,273
31.816,1,15,1,95,2.6,87,0
0,0,14,0,69,3.29857,98,0
0,0,13.2,0,53,2.74276,100,0
