0;0;9.1;0;77;3.75568;295;100;0
0;0;8.5;0;63;3.36338;286;100;0
0;0;7.9;0;37;3.35437;278;100;0
0;0;7.3;0;76;3.1;270;100;0
0;0;6.3;0;12;3.05669;275;100;0
0;0;5.5;0;0;1.5;280;100;0
0;0;5.3;0;46;1.5;270;100;0
0;0;5.1;0;31;1.5;290;100;0
0;0;5.3;0;49;2.1;260;99;0
0;0;5.2;0;80;2.6;270;99;0
0;0;5.2;0;70;2.1;250;99;0
0;0;5.1;0;64;1.5;260;99;0
0;0;5.5;0;86;2.1;240;99;0
50.202;1.3;6;1;73;3.1;270;99;0
113.148;1.5;6.4;1;84;4.6;270;99;378.25
59.4954;1.4;6.6;1;98;3.6;230;99;599.82
92.6059;1.8;7.3;1;97;3.1;240;99;1312.09
107.037;2;8.2;1;97;3.6;260;99;318.53
59.421;1.9;8.6;1;100;2.6;250;98;1027.91
138.618;2.1;10.1;1;95;5.7;260;98;1351.45
64.0415;1.7;10.2;1;99;3.1;250;98;149.77
37.315;1.4;10.2;1;100;2.1;240;96;124.65
29.4135;1.1;9.8;1;99;4.6;270;98;0
7.307;0.8;9.4;1;100;3.3024;235;98;0
0;0;9.1;0;95;2.1;200;98;0
0;0;7.5;0;84;2.40406;225;99;0
0;0;6.3;0;45;2.1;250;100;0
0;0;5.6;0;46;1.5;250;100;0
0;0;5.7;0;79;1.32275;253;100;0
0;0;7;0;80;1.05475;256;99;0
0;0;6.2;0;100;1.5;260;100;0
0;0;6.1;0;100;0.921672;0;100;0
0;0;5.6;0;100;0.991492;0;100;0
0;0;4.7;0;100;0.976152;0;100;0
0;0;4.8;0;100;0.961128;0;100;0
0;0;4.9;0;100;1.00695;0;100;0
0;0;4.8;0;100;1.02747;0;100;0
6.9;0.8;4.9;1;100;0.98748;0;100;400.17
22.061;1.1;5.9;1;100;1.32793;0;100;611.41
79.5913;1.5;7.4;1;96;2.19588;0;98;1044.23
213.467;2.1;8.8;1;87;2.1;130;98;2030.73
73.1866;1.9;9.6;1;99;3.5649;135;93;2244.41
111.75;1.9;10.3;1;100;4.1725;140;89;1547.41
106.731;1.9;11.1;1;100;4.75122;145;84;1233.49
121.327;1.7;11.8;1;100;2.1;150;80;863.14
69.6787;1.4;11;1;100;2.1;200;87;136.91
21.972;1.1;9.1;1;100;2.1;200;100;0
6.803;0.8;9;1;100;3.48331;210;100;0
0;0;9.2;0;100;1.5;220;100;0
0;0;9.3;0;100;3.44281;235;100;0
0;0;10;0;100;2.1;250;100;0
0;0;10;0;99;3.94847;235;100;0
0;0;10;0;100;2.6;220;100;0
0;0;10.1;0;100;4.1;240;100;0
0;0;9.8;0;100;4.1;240;100;0
0;0;9.9;0;100;3.1;250;100;0
0;0;9.9;0;100;2.6;220;100;0
0;0;10;0;100;3.1;240;100;0
0;0;10.1;0;97;4.1;270;100;0
0;0;10.2;0;98;4.6;260;100;0
0;0;11;0;98;5.7;270;100;0
10.4473;0.9;10.5;1;98;5.7;270;100;0
21.606;1.1;9.9;1;100;4.6;300;100;467.84
159.238;1.8;10;1;87;4.1;290;100;1527.17
250.891;2.3;9.6;1;83;2.6;280;98;1103.18
55.618;1.8;10;1;100;4.6;300;93;1793.19
385.101;3;9.1;1;75;4.1;310;98;1134.99
477;3.6;10;1;58;4.1;310;93;1160.08
331.049;2.6;9.8;1;73;3.1;320;98;850.63
36.033;1.4;10.2;1;100;3.1;290;92;163.56
27.822;1.1;9.5;1;99;4.6;320;94;0
58.3896;1.8;9.2;1;48;2.6;310;96;0
0;0;8.6;0;65;1.5;330;97;0
0;0;8.4;0;78;1.5;320;99;0
0;0;7.9;0;47;1.96409;330;99;0
0;0;7.7;0;35;1.22329;330;99;0
0;0;7;0;73;1.08911;330;100;0
0;0;6.6;0;40;1.14862;0;100;0
0;0;6.6;0;58;1.14052;0;100;0
0;0;6.1;0;41;1.09173;0;100;0
0;0;4.4;0;23;0.973287;0;100;0
0;0;3.7;0;36;1.00849;0;100;0
0;0;2.6;0;80;0.72757;0;100;0
0;0;2.1;0;81;0.519944;0;100;0
0;0;2.1;0;81;0.576063;0;100;0
32.3022;1.1;2.5;1;83;0.702779;0;100;810.75
136.622;1.6;3.7;1;76;0.512474;0;100;1447.76
77.399;1.5;6;1;96;1.5;60;100;1687.74
47.484;1.6;7.6;1;100;1.5;90;99;1772.34
55.038;1.8;9.2;1;100;2.6;130;98;2014.33
57.6;1.9;9.8;1;100;3.1;130;96;1357
54.913;1.8;10;1;100;2.1;110;92;1579.54
89.7655;1.6;10;1;100;3.1;100;87;1257.79
67.2486;1.3;9.9;1;100;2.1;120;89;540.67
20.758;1;9.8;1;100;2.1;110;92;0
5.823;0.8;8.6;1;100;2.09396;110;98;0
0;0;7.7;0;100;2.2287;110;100;0
0;0;7.4;0;100;1.5;110;100;0
0;0;7.2;0;100;2.73848;90;100;0
0;0;7.3;0;100;2.1;70;100;0
0;0;7.3;0;100;2.1;70;100;0
