0;0;6.9;0;100;0.956744;0;100;0
0;0;6.7;0;99;1.34813;0;100;0
0;0;6.9;0;99;1.5;130;100;0
0;0;7.2;0;98;1.75315;0;100;0
0;0;7.5;0;90;1.69928;0;100;0
0;0;8;0;100;1.57941;0;100;0
7.13946;0.8;8.2;1;99;2.17452;0;100;238.7361111
32.326;1.1;9;1;98;2.96;0;100;988.5944444
103.016;1.5;10.5;1;93;3.70064;0;100;1112.871866
46.387;1.6;11.2;1;100;1.5;190;98;1656.002778
86.0594;1.9;12.3;1;98;4.1;200;98;1096.361111
56.379;1.9;11;1;100;3.1;200;100;1068.683333
53.651;1.8;11;1;100;2.6;190;100;677.6388889
45.962;1.6;11;1;100;2.1;200;100;371.9333333
34.124;1.3;12;1;100;2.99123;205;100;178.6416667
19.561;1;11.7;1;100;1.5;210;100;11.77158774
4.887;0.8;12;0;100;2.6;210;100;0
0;0;12;0;100;2.14039;0;100;0
0;0;11.7;0;100;2.15849;0;100;0
0;0;12;0;100;2.17913;0;100;0
0;0;11.8;0;100;2.03945;0;100;0
0;0;12;0;100;2.11112;0;100;0
0;0;12.5;0;100;2.38567;220;100;0
0;0;12.9;0;100;1.5;240;100;0
0;0;13.4;0;100;1.5;270;100;0
0;0;13;0;100;4.1;290;100;0
0;0;12.7;0;100;1.5;270;100;0
0;0;12;0;97;3.6;290;100;0
0;0;12;0;98;2.6;280;100;0
0;0;10.9;0;98;2.36378;276;100;0
5.138;0.8;10.3;1;100;1.95388;272;100;61.37777778
19.779;1;9.8;1;100;2.42676;268;100;452.5333333
34.199;1.3;10.9;1;100;2.41294;264;100;1069.744444
73.2207;1.7;11;1;98;2.1;260;100;1365.325905
133.223;1.8;11.3;1;100;2.75163;240;80;1484.547222
105.959;1.8;10.9;1;100;2.92008;240;83;891.7083333
100.738;1.8;10.6;1;100;2.16931;240;86;0
86.1118;1.6;10.5;1;100;3.3585;240;86;4.536111111
33.493;1.3;9.8;1;100;3.3746;240;93;44.46388889
18.969;1;9.8;1;100;4.10956;240;93;0
4.437;0.8;9.9;0;100;4.90724;240;93;0
0;0;9.8;0;100;4.38337;240;89;0
0;0;10.1;0;91;3.6;210;100;0
0;0;9.6;0;91;3.1;220;100;0
