0,0,5.7,0,0,0
0,0,4.9,0,0,0
0,0,4.6,0,0,0
0,0,3.8,0,0,0
0,0,3.4,0,0,0
0,0,3,0,0,296
113.7,2.9,3.9,1,0,1646
220.277,2.1,8.5,1,64,2657
271.39,2.2,12.3,1,79,2194
137.232,1.8,14.6,1,100,1862
188.605,2.1,16.7,1,98,1805
658.299,6.2,18.4,1,15,2208
635.647,6.2,19.5,1,11,1901
423.897,3,19.7,1,72,2078
110.988,1.6,20.3,1,100,1239
109.051,1.4,19.3,1,95,328
33.3225,0.9,18.2,1,100,0
0.9575,0.7,17.4,0,100,0
0,0,16,0,100,0
0,0,14.4,0,94,0
0,0,13.9,0,94,0
0,0,13.4,0,81,0
0,0,12.7,0,48,0
0,0,12.7,0,45,0
0,0,11.2,0,76,0
0,0,9.5,0,74,0
0,0,9.9,0,95,0
0,0,9.1,0,97,0
0,0,8.9,0,98,0
0,0,8.5,0,99,0
10.991,0.9,9.5,1,100,747
27.004,1.2,14.7,1,100,1891
42.157,1.5,14.8,1,100,1509
54.384,1.8,14.1,1,100,219
62.373,2,14.5,1,100,0
65.335,2.1,14,1,100,0
62.988,2.1,15,1,100,0
55.553,1.8,14.4,1,100,0
69.8964,1.6,14,1,98,78
28.84,1.2,14,1,100,0
12.756,0.9,14,1,100,0
0.193,0.7,13.8,0,100,0
0,0,13.7,0,99,0
0,0,13.8,0,100,0
0,0,13.6,0,100,0
0,0,14,0,100,0
0,0,13.4,0,100,0
0,0,13.3,0,100,0
0,0,12.9,0,98,0
0,0,12.8,0,98,0
0,0,12.7,0,100,0
0,0,12.1,0,100,0
0,0,12.1,0,92,0
0,0,12,0,78,0
66.852,1.3,11.3,1,77,588
253.111,2.7,12.1,1,42,1566
412.934,4,14,1,26,2010
462.642,3.5,14.5,1,58,2035
310.686,2.7,16.3,1,84,1774
84.3373,2.1,16.6,1,99,1822
99.6521,2.1,17,1,98,2094
54.924,1.8,17.2,1,100,1700
43.114,1.5,17.2,1,100,766
28.209,1.2,16.9,1,100,75
12.186,0.9,16,1,100,0
0.061,0,14.8,0,100,0
0,0,13.5,0,91,0
0,0,12.7,0,100,0
0,0,12.3,0,94,0
0,0,12.7,0,90,0
0,0,12.1,0,97,0
0,0,13.3,0,100,0
0,0,13,0,100,0
0,0,13.1,0,100,0
0,0,12.8,0,100,0
0,0,13,0,100,0
0,0,13.4,0,100,0
0,0,13,0,100,0
10.235,0.9,13.4,1,100,38
26.119,1.1,13.7,1,100,1529
41.196,1.5,14,1,100,1865
53.357,1.8,14.4,1,100,1598
61.28,2,14.7,1,100,1878
64.178,2.1,15,1,100,1076
61.772,2,15.9,1,100,2441
54.291,1.8,16,1,100,1022
42.471,1.5,15.7,1,100,1474
75.8934,1.2,16.9,1,99,282
25.2399,0.9,15.8,1,99,0
0.002,0,14.6,0,100,0
0,0,13.1,0,100,0
0,0,12,0,98,0
0,0,12,0,82,0
0,0,11.7,0,79,0
0,0,11.7,0,68,0
0,0,12,0,78,0
0,0,11.8,0,94,0
0,0,12.1,0,97,0
0,0,12,0,98,0
0,0,12.3,0,100,0
0,0,12.4,0,99,0
0,0,12.3,0,97,0
15.7492,0.9,12.1,1,98,804
62.6531,1.3,13.1,1,95,2458
76.7571,1.6,14.4,1,97,1975
170.228,2.1,14.9,1,92,1822
292.75,2.6,16.4,1,85,1270
204.88,2.4,16.6,1,92,2087
97.7,2.1,17,1,98,1405
85.7143,1.9,18,1,98,1063
41.827,1.5,16.5,1,100,201
26.948,1.2,15.8,1,100,0
11.06,0.9,15.1,1,100,0
0,0,14.9,0,100,0
0,0,15,0,100,0
0,0,15,0,100,0
0,0,14.9,0,100,0
0,0,15,0,100,0
0,0,14.9,0,99,0
0,0,15,0,100,0
0,0,14.5,0,98,0
0,0,14.3,0,100,0
0,0,14.2,0,100,0
0,0,13.8,0,100,0
0,0,14,0,100,0
0,0,14.5,0,100,0
9.483,0.9,14.6,1,100,166
81.2737,1.3,14.9,1,92,449
87.1367,1.6,15.5,1,96,996
194.076,2.1,16.8,1,90,1731
60.172,2,17.7,1,100,2211
119.711,2,19,1,100,1736
115.034,2,19,1,100,1203
69.0516,1.8,18,1,99,797
41.183,1.5,16,1,100,6
26.319,1.2,14.5,1,100,0
10.504,0.9,14,1,100,0
0,0,14,0,100,0
0,0,13.7,0,100,0
0,0,14.3,0,99,0
0,0,13.8,0,80,0
0,0,12.5,0,93,0
0,0,12.3,0,100,0
0,0,12.2,0,100,0
