0;0;8.9;0;89;3.6;220;98;0
0;0;8.4;0;64;4.6;230;100;0
0;0;8.3;0;69;2.6;220;100;0
0;0;8.3;0;93;2.6;200;100;0
0;0;8.3;0;99;2.1;210;100;0
0;0;8.6;0;99;3.1;210;100;0
15.4577;0.9;8.3;0;92;2.1;210;100;0
30.8659;1.1;9.4;1;98;3.1;220;100;0
33.687;1.3;10;1;100;6.2;210;100;495.1337047
45.284;1.6;9.1;1;100;4.6;230;100;947.3361111
482.105;3.7;10.4;1;50;5.1;240;98;603.1361111
531.355;4.3;11.7;1;39;6.2;260;98;1124.411111
506.321;4.2;10.8;1;38;3.6;240;98;1783.775
438.492;3.9;12.4;1;33;5.1;260;89;1421.833333
315.519;3;11.1;1;40;3.1;260;98;1882.502778
173.682;2.2;11;1;44;5.1;250;98;1612.991667
39.6407;2.1;10.7;0;26;2.6;220;98;554.2479109
0;0;9.3;0;37;3.32062;223;100;44.60277778
0;0;8.7;0;22;2.92867;226;100;0
0;0;8.3;0;41;1.5;230;100;0
0;0;8.4;0;51;1.5;250;100;0
0;0;8.1;0;60;2.27244;253;100;0
0;0;7.1;0;65;1.97433;256;100;0
0;0;6.2;0;77;1.5;260;100;0
0;0;7.1;0;64;1.87467;260;100;0
0;0;6.5;0;75;1.67139;260;100;0
0;0;5;0;33;1.51305;260;100;0
0;0;5.5;0;83;2.1;260;100;0
0;0;5.3;0;93;1.55186;222;100;0
0;0;4;0;66;1.56138;185;100;0
7.12941;0.8;4.7;0;98;1.75617;147;100;0
18.866;1;6.3;1;100;1.5;110;100;0
33.175;1.3;10.4;1;100;3.01934;155;100;743.0833333
58.2552;1.6;11.8;1;99;2.1;200;98;1488.905556
52.118;1.7;13.8;1;100;1.5;190;98;1886.610028
481.129;3.6;15;1;55;2.1;160;96;2030.041667
501.737;4.2;15.5;1;37;2.6;170;94;2141.947222
306.321;2.4;15.5;1;75;2.1;160;90;1733.155556
219.675;1.9;17.1;1;76;2.1;190;85;2734.724234
98.3117;1.3;16.8;1;84;3.08415;160;85;2528.6
13.2772;1;14.5;0;90;2.25798;160;98;1506.908333
0;0;11.1;0;100;1.44282;160;100;214.1
0;0;9.7;0;100;1.50269;0;100;0
0;0;8.1;0;100;1.56703;0;100;0
0;0;7;0;99;1.83698;0;100;0
0;0;6;0;99;1.78953;0;100;0
0;0;5.2;0;100;1.77891;0;100;0
0;0;4.7;0;100;2.17791;0;100;0
0;0;4.7;0;79;2.06831;0;100;0
0;0;5.8;0;15;1.85799;0;100;0
0;0;5.7;0;19;1.75281;0;100;0
0;0;4.5;0;0;1.70095;0;100;0
0;0;4;0;0;1.65974;0;100;0
0;0;3.6;0;25;1.58638;0;100;0
41.2568;2.3;3.9;0;16;1.62933;0;100;0
184.1;3.2;7.5;1;0;1.69128;0;100;0
326.62;4.1;12.3;1;0;1.5;110;100;1015.691667
441.77;5;15.4;1;0;1.5;190;98;2009.470752
515.31;5.6;17.8;1;0;1.5;190;89;1669.605556
539.31;5.8;19.7;1;0;2.6;180;77;1519.866667
511.3;5.5;19.9;1;0;3.1;200;73;1394.225
434.134;4.8;20.1;1;4;3.64331;170;72;1399.525
79.045;1.3;19.1;1;100;1.5;140;78;2110.155556
43.07;1;20.1;1;100;2.8641;161;77;1234.166667
18.9112;1.1;17.8;0;79;2.17604;183;98;1069.13649
0;0;14;0;25;1.42197;205;100;179.9277778
0;0;12;0;26;1.46954;226;100;0
0;0;11.3;0;70;1.61856;248;100;0
0;0;10.9;0;38;2.1;270;100;0
0;0;10.9;0;43;1.46443;0;100;0
0;0;11;0;36;1.26544;0;100;0
0;0;10.2;0;67;1.55327;0;100;0
0;0;10.1;0;95;1.3593;0;100;0
0;0;9.4;0;100;1.58583;0;100;0
0;0;9.2;0;95;1.51192;0;100;0
0;0;8.4;0;73;1.40533;0;100;0
0;0;8;0;72;1.42989;0;100;0
0;0;8.9;0;64;1.5;140;100;0
30.9646;1.4;8.4;0;63;1.37392;133;100;0
155.65;1.9;10.5;1;57;1.41062;126;100;0
318.513;3.4;13.5;1;26;1.5;120;100;794.1027778
436.22;4.9;15.8;1;0;2.1;100;98;1766.419444
509.44;5.5;17.8;1;0;2.1;120;98;1397.972222
533.19;5.7;18.9;1;0;1.5;120;92;1535.697222
499.623;4.4;19.6;1;28;2.6;120;87;1377.830556
427.734;4.6;20.1;1;9;2.1;120;81;1361.610028
309.613;3.6;19.6;1;15;2.1;130;86;2396.761111
165.206;2.6;20.1;1;26;1.5;130;85;1937.033333
27.8182;2.4;18.3;0;6;1.95181;176;96;915.1416667
